"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"True Natural- Lavera",2531,"http://www.truenatural.com","Kirkland,  WA, United States","Lavera - True Natural, est. 1999, is a boutique distributor in the all natural personal care category. Categories: color cosmetics, skin care, self tanners & 100% mineral based sunscreens. Products are Gluten, Paraben & SLS-Free. Certifications: Natrue, BDIH, NPA. Retail partners: Premium Natural Product Grocers & Spas in US & Canada. Awards: Good-housekeeping, Elle Green Star, EWG top-rated, Yoga Journal. We offer the TLC to help you succeed: discounts, co-op $, free shipping, demos, testers.",,
"True Nopal Cactus Water",8210,"http://www.truenopal.com","Scottsdale,  AZ, United States","True Nopal Cactus Water has less than half the calories and sugar, than the leading brand of coconut water. True Nopal Cactus Water will hydrate and provide you with 7 naturally occurring electrolytes and minerals including potassium and magnesium. It has a refreshing fruit taste and uses all natural ingredients with no added sugars or sweeteners, no preservatives, no sodium, non gmo, and it's even gluten-free. It's straight from the earth just the way it was intended to be.","bottled waters, dairy-free products, functional beverages, gluten/wheat/yeast-free products","True Nopal Cactus Water"
"True Story Foods",8412,"http://www.truestoryfoods.com/","Fairfield,  CA, United States","Founded in San Francisco in 2011, True Story believes in a future of food that is a return to what is real and true. At our family-owned and operated kitchens and farms, we craft delicious meats, including natural, Non-GMO and organic sausages, hot dogs, deli meats, bacon, and fresh pork.","full line grocery, full line organic grocery, low carbohydrate foods, organic processed/packaged foods","True Story Foods"
"Truitt Family Foods, Inc.",5027,"http://www.truittfamilyfoods.com","Salem,  OR, United States","Makers of portion controlled, bean based, shelf-stable salad dressings, hummus and dips. At TFF we treat customers, employees, and growers right We are obsessed with how are products are grown, processed, and how we can improve our methods and practices to better serve our customers and the environment. Sustainability to us is driven by our obsession with making foods that make a difference in human health. It starts there and goes to where we source all of our beans, rooted in the same ethic.","canned goods, meat substitutes, packaged beans/legumes, packaged convenience foods, vinegars/salad dressings","Truitt Family Foods; Tru Flavors"
"Truly Grass Fed",1688,"http://www.glanbiaingredientsireland.com / www.trulygrassfed.com","BALLYRAGGET,  Kilkenny, Ireland",,,
"Truth Bar","N1637","http://www.TheTruthBar.com","Waltham,  MA, United States","At Truth Bar, there is honesty, purposefulness and balance in everything we do and make. Truth Bar is truth you can hold in your hands. A wholesome, balanced micronutrient bar made with real, great-tasting, superfood ingredients, healthy fats and innovatively synergizing pre and probiotics. Full of purpose and made with the highest-quality dark chocolate cacao nibs, almond butter, chia, rice protein and coconut oil, Truth Bars are a simple, balanced way to satisfy your sweet tooth.","dairy-free products, fiber/energy snacks, functional food, snack bars, snacks, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free, energy bars","Truth Bar"
"TruVibe Organics",2071,"http://www.truvibeorganics.com","Sparks,  NV, United States","TruVibe is an organic superfood line. All our products are single ingredient Superfood seeds, powders and dried berries. Our mission is to build awareness that positive energy leads to eating healthier and living happier. Thus, we choose to carry that theme across all of our branding, packaging, and marketing. We believe that we bring something different, fun, and exciting to the Superfood arena. Our products are- C acao Powder Maca Powder Chia Seed Cacao Nibs Goji Berry Hemp Seed","organic processed/packaged foods, organic raw ingredients","TruVibe Organics"
"Tsan Yu Yen Food Co., Ltd",5683,"http://www.goldencrops.com.tw/#","Tou Liu,  Yunlin County, Taiwan","Producer of ready to eat cereals Goldencrops Corporation specializes in the formulation and supply of grain cereal and nutritional products. Over the past two decades, Goldencrops have continuously developed and adopted cereal processing technology from Germany, Australia and other world class manufacturers. Product lines include: ?Toasted Flake: corn flake,wheat flake, rice crispy/pops ?Rolled Flake: instant oats, rice flake and multi-grain flake","asian",
"Tsan Yu Yen Food Co., Ltd",5687,"http://www.homebake.com.tw/eng/","Taichung, , Taiwan","TSAN YU YEN FOOD CO.,LTD, creates the 'Home Bake' brand from Taiwan. We persist in the ideal of integrity, helping each other step by step with love to our family and hometown. We truly care and deeply focus on our home land under our feet, value and feel grateful to all wonderful opportunities in the world, trying to turn Taiwan's agricultural products into the most natural and healthy gourmet foods, spread around the world.","cookies, egg-free products, snacks, vegan foods, gluten/wheat/yeast-free products",
"Tsan Yu Yen Food Co., Ltd",5691,"http://www.goldencrops.com.tw/#","Tou Liu,  Yunlin County, Taiwan","Producer of ready to eat cereals Goldencrops Corporation specializes in the formulation and supply of grain cereal and nutritional products. Over the past two decades, Goldencrops have continuously developed and adopted cereal processing technology from Germany, Australia and other world class manufacturers. Product lines include: ?Toasted Flake: corn flake,wheat flake, rice crispy/pops ?Rolled Flake: instant oats, rice flake and multi-grain flake","asian",
"Tu Me Beverage Company","N2123","http://www.drinktume.com","Burbank,  CA, United States","Tu Me(r) brand is the preeminent pioneer in all natural turmeric infused water; first of a kind, the only turmeric infused sports drink created to provide known benefits of turmeric for people who work out hard and work out often. Tu Me formulations are powered with turmeric, vitamins, antioxidants and electrolytes. Available in three delicious flavors: Mango, Berry and Citrus with only 5 calories and 1 gram of cane sugar per serving. With Tu Me, every day is a chance to get stronger!","functional beverages, gluten/wheat/yeast-free products","Tu Me"
"Tucson Tamale Company","N2322","https://tucsontamale.com","Tucson,  AZ, United States","Tucson Tamale was founded in 2008 to create delicious and healthy food, celebrating tradition with premium ingredients and fun flavor combinations. Every tamale is hand-made with love from our Tucson kitchen to yours. All of our corn is non-GMO and in addition to meat tamales, we also specialize in Vegetarian and Vegan tamales.","ethnic, food service ready, packaged convenience foods, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free, refrigerated/frozen entrees","Tucson Tamale Company"
"Tulip International Inc.",5357,"http://www.tulipint.com","Seoul, , Korea, Republic of","Tulip International Inc.,is one of leading non-alcoholic beverage manufacturers of Aloe Vera Drink,Coconut Drink,Fruit Juice Drink,Red Ginseng Drink in Korea.After years of effort,we developed long term business relationships with many reliable clients all over the world. Besides enhancing our brand images, we are very open to discuss with potential clients related private labeled non-alcoholic beverage as well.","juices, soft drinks, tea, general food & beverage, aloe vera products","T'best"
"TURVEDA","N605","http://www.drinkturveda.com","Hemet,  CA, United States","TURVEDA is a wellness beverage brand that combines the natural root Turmeric and its bioactive component, Curcumin, with delicious Ayurvedic (an ancient system of natural healing) inspired blends. By using food to spread mind/body wellness. TURVEDA stands to bring you delicious wellness beverages with the sole purpose of promoting a healthy aging culture. TURVEDA is dedicated to offering the highest quality products with Turmeric/Curcumin and other amazing super foods that nature has to offer.","coffee, functional beverages, tea, ayurvedic remedies, medicinal teas, capsules, recycled products, herbal supplement formulas, joint health, anti-aging",
"TW Garner Food Company/Green Mountain Gringo",1049,"http://www.greenmountaingringo.com","Winston Salem,  NC, United States","Green Mountain Gringo Salsas and Tortilla Strips. We start with tomatoes picked at the peak of ripeness and end with five of the freshest tasting jarred Salsas you can buy. Combined with one of our three All Natural or Organic Tortilla Strips and it's a true snacking experience! Stop by booth #3867 for a taste!","allergy-free grocery products, chips, food service ready, kosher/parve products, low carbohydrate foods, organic processed/packaged foods, snacks, specialty/gourmet products, gluten/wheat/yeast-free products, trans fat free","Green Mountain Gringo Salsas Green Mountain Gringo Tortilla Strips"
"Twang Partners","N931","www.twang.com","San Antonio,  tx, United States",,,
"Twinings of London",889,"http://www.twiningsusa.com","Clifton,  NJ, United States","Twinings offers five product lines with a wide variety of flavors: classic (black teas), flavored black teas, origins, green teas and new herbal teas sourced from the finest tea-growing regions around the world.","food service equipment, herbal teas, specialty/gourmet products, tea","Twinings Tea"
"Twinlab Consolidation Corporation",3953,"http://reserveage.com","Boca Raton,  FL, United States","Since 1968, the Twinlab brand has manufactured and marketed nutritional supplements in both the vitamin and sports nutrition categories. In addition to its namesake brand, Twinlab Corporation also manufactures and sells other well-known category leaders including the Metabolife(r) line of diet and energy products; Twinlab Fuel(r) line of sports supplement products; Alvita(r) teas, established in 1922 as a single-herb tea line; and Nature's Herbs(r), a complete line of herbals and phytonutrients.","encapsulated/tableted herbs, full line herbs, medicinal products, full line vitamin & supplement products, nutritional supplements, sports and fitness products, vitamin supplements","Twinlab Twinlab Fuel Clean Series Nature's Herbs Alvita Metabolife Bariatric Support Reserveage"
"U.Konserve / Kids Konserve",2664,"http://www.ukonserve.com","Scottsdale,  AZ, United States","U Konserve offers a complete line of quality, safe, waste-free and reusable food-storage solutions for the whole family designed to reduce single-use packaging associated with lunches, takeout, picnics, travel and leftovers. Products include stainless steel containers, glass/silicone containers and bottles, recycled lunch totes and ice packs, reusable snack bags and food wraps, and waste-free accessories.","housewares, kitchen/bath accessories, glass bottles, packaging, recycled products, reusable bags, children's products","U Konserve, Kids Konserve"
"U.S. Jaclean",2964,"http://www.usjaclean.com","Gardena,  CA, United States","U.S. Jaclean, Inc. is a provider of Health & Wellness products. This company has been in business for about Thirty-Four (34) years. We are a California based corporation and is one of the pioneers in the massage chair industry in the United States. We have the most advanced and comprehensive massage chair recliners as well. Presently we have warehouses and or offices in various states such as Chicago, Texas, Hawaii, Florida, and Las Vegas.","massage/reflexology, pain relief","Some of our product brands are Diawa, Legacy, Kawasaki & Relax2Zero."
"U.S. Jaclean","N1829","http://www.usjaclean.com","Gardena,  CA, United States","U.S. Jaclean, Inc. is a provider of Health & Wellness products. This company has been in business for about Thirty-Four (34) years. We are a California based corporation and is one of the pioneers in the massage chair industry in the United States. We have the most advanced and comprehensive massage chair recliners as well. Presently we have warehouses and or offices in various states such as Chicago, Texas, Hawaii, Florida, and Las Vegas.","massage/reflexology, pain relief","Some of our product brands are Diawa, Legacy, Kawasaki & Relax2Zero."
"U.S. Pharmacopeia",4425,"http://www.usp.org","Rockville,  MD, United States","U.S. Pharmacopeia (USP)--an independent, not-for-profit organization--sets federally-recognized standards for pharmaceuticals and dietary supplements. USP's Dietary Supplement Verification Program helps manufacturers promote product quality and purity.","books/brochures, non-profit, analytical laboratories, education","USP Dietary Supplement Verfication Program: USP Verified Dietary Supplements and USP Verified Ingredients"
"UCAN","N620","http://www.generationucan.com","Woodbridge,  CT, United States","The UCAN story started to help children with a rare metabolic disorder manage their energy levels. This led to the discovery of a life-changing energy source called SuperStarch, a natural, slow-releasing carbohydrate that keeps blood sugar stable. UCAN nutrition products powered by SuperStarch deliver steady energy without sugar for your active lifestyle. No gimmicks, no fake and unhealthy ingredients, no stimulants. UCAN nutrition will help you achieve your goals the healthy way!","weight loss, branded ingredients, carbohydrate: starch & dextrin, energy bars, food supplements, nutritional supplements, sports and fitness products, therapeutic nutrition","Our story began with a UCAN Moment, finding success and beating the odds. Our community is filled with people achieving their UCAN Moments in fitness and sport. Energize the healthy way with UCAN nutrition and there's no limit to what UCAN achieve!"
"Uglies Snacks","N1907","http://www.ugliessnacks.com","Womelsdorf,  PA, United States","Uglies Kettle Chips are crafted from surplus & rejected potatoes with minor imperfections. 40% of all food wasted in the U.S. goes uneaten, 26% of produce gets rejected for cosmetic reasons. If we reduce food waste by 15%, we could feed 25 million Americans! Our Uglies kettle chips are manufactured on site using custom seasonings, and are made with non-GMO ingredients, gluten free & OU kosher certified. Join the UGLY revolution.. Always Ugly. Always Delicious.","chips, crackers/chips, kosher/parve products, snacks, specialty/gourmet products, gluten/wheat/yeast-free products","UGLIES SNACKS"
"UGLY by nature","N1105","www.uglybynature.com","Pembroke Pines,  FL, United States",,,
"Ultima Health Products, Inc.",4374,"http://www.ultimareplenisher.com","Cortland,  OH, United States","Ultima Health Products makes the natural foods industries leading 'Balanced Electrolyte Drink,' Ultima Replenisher, which contains zero artificial colors, flavors or sweeteners.","children's supplements, nutritional supplements, sports and fitness products, therapeutic nutrition","Ultima Replenisher Ultima Replenisher Toddler's Pediatric Electrolyte Formula"
"Ultra Laboratories",4366,"http://www.ultralaboratories.com","Carson,  CA, United States","Ultra Laboratories is the home of Additive-Free products including our popular Fruitrients and Rainforest products plus our new Ultra Botanicals and Elements Skin Care.","full line herbs, medicinal products, anti-aging, cruelty-free personal care, exclusive lines, full line personal care, spa product lines, full line vitamin & supplement products, nutritional supplements, sports and fitness products, vitamin supplements","Fruitrients X Rainforest Exotic Multiple Emerald Laboratories Ultra Botanicals Sweet Dreams Melatonin"
"Um Snacks/Billie Bob International",5467,"http://www.umsnacks.com","Elsternwick,  Victoria, Australia","Billie Bob International is excited to introduce our new UM brand which brings Natural, Nutritious 'On The Go' Snacks and Food for the Whole Family. Come and visit our booth to see our range of products for ages 1 to 99 years old.","allergy-free grocery products, baby food, crackers/chips, dairy-free products, fiber/energy snacks, packaged convenience foods, packaged dried fruit/vegetables, snack bars, snacks, gluten/wheat/yeast-free products","UM Snacks"
"Umpqua Oats","N313","www.umpquaoats.com","Henderson,  NV, United States",,,
"Uncle Dougie's","N1746","http://originaluncledougies.com","Chicago,  IL, United States",,,
"Uncle Lee's Tea",1905,"http://www.unclelee.com","S El Monte,  CA, United States","Uncle Lee's Tea is part of the largest, best known tea company in the Far East. Uncle Lee's maintains the tradition of offering some of the best quality tea to discriminating drinkers.","bulk tea, ethnic, herbal teas, kosher/parve products, tea, medicinal teas, private labeling/contract manufacturing","Uncle Lee's Tea Ten Fu's Tea"
"Uncle Matt's Organic, Inc.",2109,"http://www.unclematts.com","Clermont,  FL, United States",,"juices, organic beverages/juices, organic produce","Uncle Matt's Organic"
"UNFI",623,"http://www.unfi.com","Providence,  RI, United States","United Natural Foods, Incorporated is the leading independent national distributor of natural and organic foods and related products, including nutritional supplements and personal care items, in the United States.","full line bulk, allergy-free grocery products, food service ready, full line grocery, full line organic grocery, packaged nuts/seeds, specialty/gourmet products, full line pet products, full line organic refrigerated/frozen, full line refrigerated/frozen",
"UNFI",526,"http://www.unfi.com","Providence,  RI, United States","United Natural Foods, Incorporated is the leading independent national distributor of natural and organic foods and related products, including nutritional supplements and personal care items, in the United States.","full line bulk, allergy-free grocery products, food service ready, full line grocery, full line organic grocery, packaged nuts/seeds, specialty/gourmet products, full line pet products, full line organic refrigerated/frozen, full line refrigerated/frozen",
"Unilever",183,"http://www.talentigelato.com","Minneapolis,  MN, United States",,"refrigerated/frozen dairy","Talenti Gelato, Sorbetto and Gelato Pops"
"Unilever",184,"http://www.talentigelato.com","Minneapolis,  MN, United States",,"refrigerated/frozen dairy","Talenti Gelato, Sorbetto and Gelato Pops"
"Unilever North America","N134","http://www.unilever.com","Englewood Cliffs,  NJ, United States",,"condiments, tea, refrigerated/frozen dairy","Hellmann's Organic Pure Leaf Talenti Ben & Jerry's"
"UNION","N2043","http://www.unionsnacks.com","New yORK,  NY, United States",,,
"Unique Beverage Company LLC","N1913","http://cascadeicewater.com","Spokane Valley,  WA, United States","Produces Cascade Ice Organic Sparkling Water. Located in Everett Washington. Full Distribution throughout the United States. Business Established in 2001.","bottled waters, organic beverages/juices, plastic bottles","Cascade Ice Organic Sparkling Water, Cascade Ice Zero Calorie Sparkling Water with Juice,"
"Unique Biotech USA",4482,"http://www.uniquebiotechusa.com","Miami,  FL, United States","UNIQUE BIOTECH is a Biotechnology company dedicated to the research, development, manufacture and distribution of shelf-stable probiotics for the pharmaceutical, nutraceutical, and food industries. Our commitment is to offer constant innovation and new delivery systems to add probiotics in supplements, foods, and drinks. MISSION: Research, develop, and commercialize innovative shelf-stable probiotic formulations to improve human health at a competitive costs. VISION: Be the pioneers in the development of shelf-stable probiotics in innovating form OUR SERVICES: - R&D Support - Product Development - Contract Manufacturing - Customized blends in bulk * Our facilities meet American, European, Canadian and Australian quality standards and controls. * We have developed clinical studies, safety studies, and characterizations for all of our strains. This has granted us with US FDA GRAS status in our ingredients *We meet all of the highest standards in the probiotic industry. We are considered a world class production facility and supplier of probiotics granting us access to be used in supplements and food applications in all of the major markets around the world","pet medicine/supplements, specialty: probiotic organisms, immune support, digestive aids, digestive health, enzyme products","Unique - IS2(r)"
"Unique Biotech USA",4484,"http://www.uniquebiotechusa.com","Miami,  FL, United States","UNIQUE BIOTECH is a Biotechnology company dedicated to the research, development, manufacture and distribution of shelf-stable probiotics for the pharmaceutical, nutraceutical, and food industries. Our commitment is to offer constant innovation and new delivery systems to add probiotics in supplements, foods, and drinks. MISSION: Research, develop, and commercialize innovative shelf-stable probiotic formulations to improve human health at a competitive costs. VISION: Be the pioneers in the development of shelf-stable probiotics in innovating form OUR SERVICES: - R&D Support - Product Development - Contract Manufacturing - Customized blends in bulk * Our facilities meet American, European, Canadian and Australian quality standards and controls. * We have developed clinical studies, safety studies, and characterizations for all of our strains. This has granted us with US FDA GRAS status in our ingredients *We meet all of the highest standards in the probiotic industry. We are considered a world class production facility and supplier of probiotics granting us access to be used in supplements and food applications in all of the major markets around the world","pet medicine/supplements, specialty: probiotic organisms, immune support, digestive aids, digestive health, enzyme products","Unique - IS2(r)"
"Unique Pretzel Bakery, Inc.","N2344","http://uniquesplits.com","Reading,  PA, United States","The Spannuth Family has been baking pretzels for six generations. We let the raw pretzel set to perfection and when ready, the pretzel is placed into the oven where it bursts open creating bubbles and crevices that are crispy, yet crunchy, and full of flavor. As we produced this split-open pretzel we started calling them 'Splits'. They were only one of their kind. Still using the original recipe, the Spannuth family is proud of its quality and high standards of what a pretzel should be.","dairy-free products, kosher/parve products, snacks, specialty/gourmet products, vegan foods, trans fat free","Original Splits, Original Shells, Extra Dark Splits, Multi-Grain Splits, Extra Salt Splits, Sprouted 100% Whole Grain Shells, Sprouted 100% Whole Grain Splits, Honey Mustard Shells, Buffalo Shells, Bacon Cheddar Shells, Tangy Ranch Shells."
"United Bakery",9611,"unitedbakery.com","West Sacramento,  CA, United States",,,
"United Life Science","N741","www.anandahemp.com","costa mesa,  CA, United States",,,
"United States Postal Service",3789,"http://www.USPS.com","Washington,  DC, United States","A self-supporting government enterprise, the U.S. Postal Service is the only delivery service that reaches every address in the nation, 156 million residences, businesses and Post Office Boxes. The Postal Service receives no tax dollars for operating expenses, and relies on the sale of postage, products and services to fund its operations. The Postal Service has been named the Most Trusted Government Agency for 6 years and the sixth Most Trusted Business in the nation by the Ponemon Institute.","customer services, internet services",
"United With Earth, Corp.",2179,"http://unitedwithearth.com/","Berkeley,  CA, United States",,"bulk dried fruit/vegetables, bulk nuts/seeds, bulk produce, organic bulk foods, kosher/parve products, organic produce, packaged dried fruit/vegetables, packaged nuts/seeds, produce, halal","Medjool Dates"
"Unna Goods","N538","http://www.brad-gruno.com/","Calabasas,  CA, United States",,"nut butters, packaged grains/cereals, packaged oils, snack bars, snacks, vegan foods, skin care, pet medicine/supplements, full line vitamin & supplement products, herbal supplement formulas",
"UNREAL Brands",164,"http://www.getunreal.com","Boston,  MA, United States",,"cocoa, confections/desserts, dairy-free products, kosher/parve products, packaged convenience foods, snacks, vegan foods, gluten/wheat/yeast-free products",
"UpSpring","N1313","http://www.upspringbaby.com","Austin,  TX, United States","Created by and for forward-thinking moms, UpSpring is a true pillar in health, wellness, and safety dedicated to developing highly inventive solutions for mom and baby. Mom owned and operated, UpSpring is based in Austin, Texas. The company's mission is to support breastfeeding and deliver products that provide peace of mind for today's modern family.","immune system, mind & memory, children's supplements, immune support, food supplements, herbal supplement formulas, mineral supplements, nutritional supplements, vitamin supplements","UpSpring Milkflow Wellmom C-Panty Shrinkx"
"UPTIME Energy",212,"http://www.up-time.com","Canoga Park,  CA, United States",,"functional beverages, nutritional supplements, sports and fitness products","UPTIME Energy"
"Upton's Naturals",5112,"http://www.uptonsnaturals.com","Chicago,  IL, United States","Upton's Naturals Seitan is not only delicious and completely unique, but is also a healthy and cruelty-free alternative to meat that is 100% vegan.","dairy-free products, egg-free products, full line grocery, kosher/parve products, meat substitutes, vegan foods","Upton's Naturals"
"Urban Accents",8901,"http://www.urbanaccents.com","Chicago,  IL, United States",,"bulk spices/seasonings, specialty/gourmet products, spices/seasonings","Urban Accents The Art of Spice"
"Urban Foods, LLC",8314,"http://urbanfoods.com","West Sacramento,  CA, United States",,"allergy-free grocery products, dairy-free products, egg-free products, snacks, gluten/wheat/yeast-free products","Tart Cherry / Apple Superfood Bites Black Currant / Lemon Superfood Bites Cranberry / Orange Superfood Bites"
"Urban Moonshine",2212,"http://www.urbanmoonshine.com","Burlington,  VT, United States","At Urban Moonshine our mission is to bring herbal medicine out of the cupboard and onto the counter, into everyday life. We are bringing back the traditional use of herbal digestive bitters and tonics in an updated, effective & affordable way, to support everyday health and wellness. We work to support the growth of whole plant, certified organic ingredients in the supplement industry, and we encourage people to love herbs and trust in the power of nature. Farm to bottle -- this is herbal medicine.","herbal medicine, immune system, mind & memory, botanical extracts, organic herbal remedies, immune support, digestive aids, digestive health, herbal supplement formulas","Urban Moonshine *Herbal First Aid: Our Fast Acting Formulas *Digestive Bitters: Daily Digestive Support *Herbal Tonics: Everyday Apothecary to Restore  Strengthen the Body *Organic Single Herb Extracts: Best Loved Tonic  Acute Organic Herbs"
"Utzy Naturals","N323","http://www.utzy.com","Lake Geneva,  WI, United States","Utzy Naturals is an innovative and truly SuperPremium line of supplements and specialty products. The brand is new, however, we have more than 25 years of experience in manufacturing and formula expertise. We have speciality sleep systems, cholesterol, immune support and a soon to be announced Allergy product that we feel will quickly become a store favorite. Our number one passion is helping other people. We are truly committed to this, bringing the finest products to the market that we can!","immune support, essential fatty acids, food supplements, full line vitamin & supplement products, heart & circulation support, herbal supplement formulas, nutritional supplements, therapeutic nutrition, vitamin supplements","Utzy Naturals"
"Valley Fig Growers",687,"http://www.valleyfig.com","Fresno,  CA, United States","Valley Fig Growers is the premier supplier of California Dried Figs selling under the Blue Ribbon Orchard Choice and Sun-Maid brands. Fig products include bulk, diced, paste, powder, concentrate and nuggets. Kosher, organic figs available. Introducing our new line of California Fig Spreads! Made exclusively with California Figs, the four item line-up includes organic, savory and sweet flavor profiles. Perfect for any cheese shop!","bulk dried fruit/vegetables, organic bulk foods, organic bulk ingredients, kosher/parve products, organic produce, packaged dried fruit/vegetables, preserves/jams/jellies, specialty/gourmet products, organic raw ingredients, raw ingredients","Blue Ribbon Orchard Choice Sun-Maid Orchard Choice Blue Ribbon"
"Vamvalis Foods SA",7310,"www.vamvalisfoods.com","Thessaloniki,  -, Greece",,,
"Van Drunen Farms",471,"http://www.vandrunenfarms.com","Momence,  IL, United States","Van Drunen Farms provides premium, nutritious, unique ingredients--dried and frozen--that will help your products stand out from the crowd.","bulk beans/legumes, bulk dried fruit/vegetables, bulk herbs, bulk spices/seasonings, organic bulk ingredients, culinary herbs, cosmetics/beauty aids, pet foods, private labeling/contract manufacturing",
"Van Leeuwen Artisan Ice Cream","N1645","www.vanleeuwenicecream.com","Brooklyn,  NY, United States",,,
"Vana Life Foods","N1923","www.vanalifefoods.com","Seattle,  WA, United States",,,
"Van's International Foods",661,"http://www.vansfoods.com","Phoenix,  AZ, United States",,"allergy-free grocery products, dairy-free products, kosher/parve products, organic processed/packaged foods, packaged convenience foods, packaged grains/cereals, vegan foods, gluten/wheat/yeast-free products, trans fat free, refrigerated/frozen snacks/confection/dessert",
"VARA FOOD & DRINK CO., LTD",1320,"http://www.varafood.com","BANGKOK,  BK, Thailand",,"canned goods, functional beverages, juices",
"VARA FOOD & DRINK CO., LTD",1222,"www.varafood.com","BANGKOK,  BK, Thailand",,,
"Vega",405,"http://danonewave.com","Broomfield,  CO, United States","We Are a New Kind of Food Company. At heart, we are creators. We're creating a new kind of food company, one that can shape and define the future of food. We've already helped create some of the biggest consumer trends in food. We have made alternative food choices mainstream, created new categories and new consumer mindset. Today, great-tasting, nutritious, innovative foods like ours are no longer the exception. Consumers expect and demand new choices ? and every day, WhiteWave delivers them.","dairy-free products, organic beverages/juices, organic dairy products, organic processed/packaged foods, organic produce, soy beverages, refrigerated/frozen dairy substitutes, refrigerated/frozen produce, refrigerated/frozen soy beverages, refrigerated/frozen soy products","Horizon, Silk, So Delicious Dairy Free, Vega, Earthbound Farm, Wallaby Organic and International Delight"
"Vegan Rob's",5344,"http://www.veganrobs.com","Sea Cliff,  NY, United States","You don't have to be vegan to enjoy Vegan Rob's plant-based snacks! Created from ingredients of this green earth, they are addicting...with a taste that's out of this world! All our delicious and nutritious snacks contain zero trans fats and are certified gluten-free and kosher, with many also being certified vegan. Our unique flavor lineup is sure to make your taste buds smile!","fiber/energy snacks, kosher/parve products, snacks, vegan foods, gluten/wheat/yeast-free products, trans fat free","Vegan Rob's and Crunchy Rob's"
"Vegetarian Plus | Myrtle Greens",490,"http://www.vegetarian-plus.com","Monrovia,  CA, United States","Vege USA offers a variety of premium vegetarian and vegan products. Our Vegetarian Plus line of products have such a superior texture, flavor, and table-presence that you won't believe it is not real!","ethnic, food service ready, meat substitutes, packaged nuts/seeds, soy foods, vegan foods, trans fat free, refrigerated/frozen entrees, refrigerated/frozen meat substitutes, refrigerated/frozen soy products","Vegetarin Plus"
"Veggemo","N1433","http://www.veggemo.com","Richmond,  BC, Canada","At Global Gardens Group we are creating innovative non-dairy products to excite consumers to make healthy choices from the inside-out. We have recently launched the first non-dairy milk to originate from veggies under the brand name Veggemo. Veggemo is available in an Original, Unsweetened and Vanilla variant as a 32 oz (946ml) in a shelf stable format. To find out more please come by our booth in the Hot Products section at the Hilton Hotel. Booth H712. Please visit the brand website at www.veggemo.com","dairy-free products, functional beverages, vegan foods","Veggemo originates from veggies and is dairy free, gluten free, cholesterol free, non-GMO, vegan and kosher. Rich in calcium and vitamin D and an excellent source of vitamin B12."
"Veggie Fries",5568,"http://www.eatveggiefries.com","Wellesley,  MA, United States","Veggie Fries are healthy French Fries that are made from a proprietary blend of vegetables, legumes and potatoes - delivering extra veggie nutrition with the same crispy and fluffy texture of a traditional French fry. Patent-pending Veggie Fries come in 4 delicious varieties (Carrot, Broccoli, Chickpea & Red Pepper and Kale & Tuscan Herb), is Gluten Free, Non-GMO and Free of the Top 8 Allergens, provides a Good Source of Fiber, an Excellent Source of Vitamin A, C and/or K, & is Very Low in Sodium.","dairy-free products, egg-free products, food service ready, functional food, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free, full line refrigerated/frozen, refrigerated/frozen produce","Veggie Fries: Carrot, Broccoli, Chickpea & Red Pepper, Kale & Tuscan Bean"
"Veggie Noodle Co.","N2209","http://www.veggienoodleco.com","Austin,  TX, United States","At Veggie Noodle Co., we believe in simple nutrition. That's why we make spiralized vegetables with nothing to hide. You can eat 'em raw, sauteed as an alternative to pasta, sauced, sidelined, in a salad, or as a soup. Our veggie spirals are compliant with every possible diet -- unless for some weird reason your diet says no veggies at all! Less prep work. Less clean up. More veggies. More fun. Veggie Noodle Co. Simple but twisted.","dairy-free products, organic produce, packaged convenience foods, vegan foods, gluten/wheat/yeast-free products, general food & beverage, organic raw ingredients, raw ingredients","Veggie Noodle Co. Zucchini Spirals, Veggie Noodle Co. Butternut Spirals, Veggie Noodle Co. Sweet Potato Spirals, Veggie Noodle Co. Beet Spirals, Veggie Noodle Co. Zucchini Veggiccine, Veggie Noodle Co. Butternut Veggiccine"
"Veggie-Go's / WildMade",5449,"http://veggiegos.com","Boulder,  CO, United States","Veggie-Go's have two lines of fruit and veggie snacks. Our flagship strips are similar to a fruit leather, but made from whole organic fruits and veggies with fun unique flavors and never any added sugar. And now introducing our Veggie-Go's Bites which are bite size fruit and veggie snacks with a crunchy surprise!","kosher/parve products, organic produce, packaged convenience foods, snack bars, snacks, vegan foods, children's products","Veggie-Go's"
"Vegware","N1145","www.vegware.com","Huntington Beach,  CA, United States",,,
